GeneFusion	Publication	Diagnosis_MM
SH3GLB2::CACNA1A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SH3PXD2A::MAP1S	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SHANK2::ITPK1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SHANK2::PIP5KL1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SHROOM4::ARID3A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SIPA1L3::COLEC10	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SIPA1L3::RAB8A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SKP2::EXOSC10	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC22A23::SMIM13	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC25A14::BCORL1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC26A6::CYP2C8	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC2A12::SGK1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC37A4::HYOU1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC38A1::GTSE1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC38A10::OGFOD3	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLC38A10::RPTOR	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SLIT2::PACRGL	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SMARCC1::SYCP2L	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SMARCC1::ZBTB8OS	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SMARCC2::CS	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SMG1::EMC8	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
UQCC5::NISCH	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SMU1::FAM219A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SMURF2::GNA13	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SNX19::RRP12	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SNX27::TUFT1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SOCS5::MSH2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SORBS1::TCTN3	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SORT1::PSMA5	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SOS1::DTL	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPATA13::HSCB	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPCS3::VEGFC	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPECC1::HM13	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPECC1::STAMBP	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPECC1L::HACD3	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPG7::EFCAB12	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPINT2::PPP1R14A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPON1::CD47	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPOP::NDUFS5	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SPPL2B::GALK1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SRC::MANBAL	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SRCAP::GNB1L	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SREBF1::ZNF232	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
SRGAP2::TCFL5	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AARS1::PPP1R13B	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ABCG1::BACE2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ABLIM1::PDE6B	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ACAP2::UBE2J2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ACO2::PRR5	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ACOX1::SRP68	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ACP2::MRPL48	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ACVR2A::EPC2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ADAM22::RUNDC3B	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ADAR::UBE2J2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ADCK1::SLIRP	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ADCY1::HNRNPA2B1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ADCY9::CLUAP1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ADCY9::RIPOR3	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AFF1::GAST	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AGAP1::PACRG	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AGPAT3::PDE9A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AHDC1::TAF12	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AIG1::COL8A1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AKT2::YIF1B	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ALAS1::RBM6	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ALK::GALNT14	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ALK::SCEL	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AMZ2::KDM1B	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ANKLE2::RNF180	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ANKRD11::SPIRE2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ANKRD27::PEPD	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ANKRD27::SLC7A9	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ANKRD33B::MAML1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ANKS1A::PIGN	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AP2A2::NLRC5	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
AP2A2::VPS26A	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
APAF1::LRRIQ1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
APOL2::SCUBE1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
COA8::MARK3	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ARAP1::ARRB1	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ARAP3::CTBP2	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ARHGEF2::PAQR6	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
ARID1B::EZR	Driver fusions and their implications in the development and treatment of human cancers., Gao et al 2018, Cell Rep, 2018, 23:227-238.e3, 29617662	Adenocarcinoma
